full_group_idd	mzmed	mzmin	mzmax	rtmin	rtmax	npeaks	all_sample_valid	mzmin_full	mzmax_full	rtmin_full	rtmax_full	isotopes	adduct	pcgroup	i
573	450.2440090505	450.2439115161	450.244106585	531.0913113262	531.2594245788	2	1	450.2434692383	450.2446899414	519.9486560014	543.1099825231	[110][M+1]+		362	1800924.48089427
573	449.2402142255	449.2401464958	449.2402819552	531.4550282454	531.6229131719	2	1	449.2399902344	449.240447998	520.1091501245	543.1099825231	[110][M]+	[M+H]+ 448.234	35	7864394.12923677
828	497.3171150787	497.3170979904	497.3171321671	577.5057808325	577.6192511208	2	1	497.316192627	497.3176574707	563.8926693276	590.7577222248	[134][M+1]+		116	1759846.92768423
828	518.2961674509	518.2961236324	518.2962112694	577.974649189	578.2223452729	2	1	518.2944946289	518.2966918945	565.3712510877	590.6543428673		[M+Na]+ 495.306	116	1358100.80880321
828	496.3129296261	496.312869274	496.3129899783	576.5463615399	576.7838514883	2	1	496.2355651855	496.3137817383	562.0561551024	591.027319092	[134][M]+	[M+H]+ 495.306	116	6648436.35176244
76	183.1712419152	183.1709633619	183.1715204685	862.637211963	863.1856116722	2	1	183.1020050049	183.1748352051	850.1624560497	875.1380632451	[16][M]+	[M+H-H20]+ 200.172	323	8602215.6244212
76	184.1761070415	184.1758104898	184.1764035933	863.3176168571	863.5261670023	2	1	184.1698303223	184.1783752441	851.2418298445	883.287273197	[16][M+1]+		323	1217263.93018295
76	201.1769446164	201.1767859066	201.1771033262	862.637211963	862.8480587986	2	1	201.1126708984	201.1854248047	850.1624560497	875.4961922032		[M+H]+ 200.172	323	6245255.55620363
1177	698.419752198	698.4194700822	698.4200343137	521.0018086451	521.5184789924	2	1	698.2537231445	698.4209594727	508.0677768623	534.3780313769	[223][M]+	[M+H]+ 697.413	73	6118841.31659507
1177	720.4021364317	720.4020862868	720.4021865766	521.0018086451	521.1664144317	2	1	720.3924560547	720.4038696289	508.0677768623	534.0119361769		[M+Na]+ 697.413	73	579918.47765293
1177	699.4216914726	699.4214395128	699.4219434323	521.0018086451	521.1664144317	2	1	699.2564086914	699.428894043	507.7044607035	534.0119361769	[223][M+1]+		73	2300225.27246717
1198	459.1017396482	459.1017018505	459.101777446	1007.403243061	1007.985937987	2	1	458.978302002	459.1136474609	993.916474733	1020.5136274836	[115][M]+	[M+2Na-H]+ 414.119 [M+H]+ 458.092	81	5900993.94293249
1198	721.1071606168	721.1069291773	721.1073920562	1008.1069055601	1008.6860198939	2	1	721.0698242188	721.1109008789	994.9840195401	1021.5346283318		[3M+3Na-H]2+ 458.092	81	346588.036114927
1198	460.1059326817	460.1059192692	460.1059460942	1007.403243061	1007.985937987	2	1	459.9614868164	460.1071472168	993.916474733	1020.8533913499	[115][M+1]+		81	923923.19590231
474	393.2183603171	393.2182970369	393.2184235974	257.6352528598	259.2464090822	2	1	393.210723877	393.2915039063	244.5213581696	268.9289363892		[M+H]+ 392.215	108	5632092.39905541
474	375.2179186146	375.2175718226	375.2182654066	255.2338494053	256.8305362571	2	1	375.1123046875	375.2247009277	237.283637034	267.8693052867		[M+Na]+ 352.229 [M+H-H20]+ 392.215	108	3149228.28356087
474	586.2847536265	586.2847418446	586.2847654083	257.6352528598	259.5747232858	2	1	586.28125	586.3333740234	245.2446408664	268.9289363892		[3M+3K-H]2+ 352.229	108	522171.683956927
810	511.2900665959	511.2899511533	511.2901820386	821.1553463359	821.237387947	2	1	511.2538146973	511.291015625	808.8758124593	835.0997034668		[M+Na]+ 488.301	125	1363453.75829896
810	489.3076492205	489.3076178187	489.3076806222	821.1553463359	821.237387947	2	1	489.2904663086	489.3081054688	808.1640060159	834.7406658491		[M+H]+ 488.301	125	5163275.2016055
810	533.2725772314	533.2725635323	533.2725909304	821.509532584	821.5977017423	2	1	533.271484375	533.2737426758	810.3489602335	834.3831860158		[M+2Na-H]+ 488.301	125	782479.604409412
60	193.1570612116	193.1570591104	193.1570633128	1003.1526027861	1003.3866112301	2	1	193.1561431885	193.1598968506	989.3436262884	1016.6428558366		[M+Na]+ 170.168	142	5212941.55945031
60	171.1758241131	171.1758058595	171.1758423666	1003.5059241768	1003.7391253415	2	1	171.1743469238	171.1939849854	988.6441692244	1017.0006873795		[M+H]+ 170.168	142	1551955.03822159
60	188.1989693865	188.1988418388	188.1990969341	1003.5059241768	1003.7391253415	2	1	188.164855957	188.201385498	990.3900387403	1016.6428558366		[M+H+NH3]+ 170.168	142	4559071.03405289
508	772.4333379156	772.4330042496	772.4336715816	633.8811895255	634.2283309669	2	1	772.270690918	772.4379272461	621.3853789325	647.3465362229		[2M+H]+ 385.713	138	406927.465381637
508	386.7199998401	386.719936358	386.7200633222	632.3851797825	632.3986854458	2	1	386.7106933594	386.7235717773	617.828496746	646.2606708393	[87][M]+	[M+H]+ 385.713	138	4072592.34156459
508	387.7184493712	387.7183457909	387.7185529515	632.7697967298	633.1169884153	2	1	387.6441040039	387.725769043	619.2565953488	645.9580778995	[87][M+1]+		138	359852.778266626
1000	621.2625179799	621.2623727121	621.2626632476	487.9644393547	488.0277855374	2	1	621.2542114258	621.2645874023	476.4309434605	500.9118371809		[M+2Na-H]+ 576.291	450	891700.407079984
1000	578.3021055146	578.3019420377	578.3022689916	487.2291106618	487.6560952295	2	1	578.2980957031	578.3301391602	474.2413356348	500.0868045018	[182][M+1]+		450	1224463.377035
1000	577.298518124	577.2984187864	577.2986174616	487.2291106618	487.6560952295	2	1	577.2676391602	577.2992553711	474.2413356348	500.8052196634	[182][M]+	[M+H]+ 576.291	450	4030032.47311477
831	497.7411673635	497.7411511117	497.7411836153	642.6547545902	642.7022118	2	1	497.684387207	497.7421569824	629.5209797544	656.0755951304	[135][M]+	[M+H]+ 496.735	85	3516059.29684907
831	498.7439189484	498.7438640977	498.7439737992	642.3430278	642.6547545902	2	1	498.690826416	498.7468566895	629.1786008872	655.7839324966	[135][M+1]+		85	565824.162383759
831	519.7241525014	519.7240908753	519.7242141275	642.6547545902	642.7022118	2	1	519.7007446289	519.7444458008	629.5209797544	656.0755951304		[M+Na]+ 496.735	85	243385.790219167
996	597.3136025129	597.3135349977	597.3136700281	659.0284967639	659.3150327862	2	1	597.2550048828	597.362487793	645.9580778995	671.817146953		[M+Na]+ 574.324	39	1266999.16351955
996	576.3341245578	576.3340742623	576.3341748533	659.3863087393	659.675852852	2	1	576.2610473633	576.336730957	646.9858276503	672.5074856612	[180][M+1]+		39	973997.232307003
996	575.3308395301	575.330800101	575.3308789591	659.3863087393	659.675852852	2	1	575.3274536133	575.3335571289	646.6826026959	672.5074856612	[180][M]+	[M+H]+ 574.324	39	3245034.78259151
289	630.3146783506	630.3146358958	630.3147208053	781.5916409204	781.6337774794	2	1	630.2923583984	630.3200073242	769.0399881982	795.2397516669	[206][M+1]+		78	1022299.12980931
289	307.1533657443	307.1532492277	307.1534822608	781.5916409204	781.6337774794	2	1	307.1509399414	307.1906433105	768.3102979894	794.539974375		[M+2H-CH4]2+ 628.312	78	1057899.29103056
289	629.3149871026	629.3149701061	629.3150040992	780.1810206819	780.2203058109	2	1	629.3131713867	629.3168945313	767.2178272739	793.1293227556	[206][M]+	[M+H]+ 628.312	78	3232159.14092743
691	898.5005412906	898.500507843	898.5005747383	619.9669245777	619.9822133024	2	1	898.4981079102	898.5014648438	607.041384882	633.1169884153		[2M+H]+ 448.746	118	277111.071275596
691	449.7531771603	449.7530809373	449.7532733832	619.9822133024	620.3200684305	2	1	449.6778869629	449.7545776367	607.041384882	633.1169884153	[112][M]+	[M+H]+ 448.746	118	3155475.90334893
691	450.7560398314	450.755843197	450.7562364658	619.9669245777	619.9822133024	2	1	450.6713562012	450.7574157715	607.748745273	632.3851797825	[112][M+1]+		118	487618.790109713
1107	635.3441848577	635.3440682834	635.344301432	550.7470695389	550.9767778357	2	1	635.3214111328	635.3529663086	536.2001719236	565.2431013724	[208][M]+	[M+H]+ 634.338	22	2856298.48873123
1107	657.3295043737	657.3293210018	657.3296877456	552.0393723519	552.169606428	2	1	657.3034667969	657.3346557617	537.8402773728	565.9894991579		[M+Na]+ 634.338	22	898689.367311682
1107	636.3494673538	636.3493112809	636.3496234268	551.3301809398	551.8136634341	2	1	636.3240966797	636.3555908203	537.1115274592	564.8702744663	[208][M+1]+		22	841299.126191447
991	573.3437129982	573.3434024225	573.3440235739	299.3181654263	300.2342955149	2	1	573.1986694336	573.3456420898	286.5685119877	311.8123047404	[178][M+1]+		58	747425.597036232
991	594.3219837828	594.321943629	594.3220239366	298.5743248204	299.8674749721	2	1	594.2670288086	594.3240966797	285.4757603768	311.4398972071		[M+Na]+ 571.333	58	1048508.10154177
991	572.3405553818	572.3405137751	572.3405969885	299.3181654263	300.2342955149	2	1	572.2417602539	572.3419799805	286.2047575182	312.1823506803	[178][M]+	[M+H]+ 571.333	58	2777557.34558662
457	381.7267459804	381.7267201899	381.7267717709	862.8480587986	862.975586619	2	1	381.7112121582	381.7272949219	850.7072906153	875.7096716487		[M+H+Na]2+ 739.457	323	367522.674464145
457	370.7358848313	370.7358822541	370.7358874086	862.637211963	862.8480587986	2	1	370.7351989746	370.7370605469	850.1624560497	875.4961922032		[M+2H]2+ 739.457	323	584173.662928614
457	740.4643474156	740.4643090281	740.4643858032	862.5095974247	862.637211963	2	1	740.462097168	740.4654541016	849.8041127036	875.4961922032		[M+H]+ 739.457	323	2745926.47477382
1025	633.3288641952	633.3287052771	633.3290231134	712.7097961021	713.187087178	2	1	633.2645263672	633.3450317383	698.0966098276	729.5561161605		[M+2Na-H]+ 588.361	17	907660.910616848
1025	589.3690483625	589.3689861518	589.3691105732	711.0097052656	711.479558501	2	1	589.2570800781	589.3717041016	698.0966098276	724.4071330899	[191][M]+	[M+H]+ 588.361	17	2499563.06193155
1025	590.3733231729	590.3732566044	590.3733897413	711.0097052656	711.479558501	2	1	590.2578125	590.376159668	698.0966098276	724.4071330899	[191][M+1]+		17	817454.169211773
1120	645.3554139088	645.355307384	645.3555204335	331.2098441106	332.2598963947	2	1	645.2987060547	645.3649902344	317.7249046884	344.9861878115	[210][M]+	[M+H]+ 644.349	111	2439327.33421373
1120	646.3603542369	646.3601443248	646.360564149	331.5887430973	332.6482106296	2	1	646.262512207	646.3828735352	318.0905706884	344.9861878115	[210][M+1]+		111	731642.273677087
1120	667.3382786143	667.3382188119	667.3383384168	331.5887430973	333.0329220357	2	1	667.2573852539	667.3413696289	318.4543510753	344.9861878115		[M+Na]+ 644.349	111	535940.053907557
1190	710.2669643892	710.2666875106	710.2672412677	100.9260324737	101.6503694388	2	1	710.2624511719	710.2920532227	88.0444243671	113.794679025	[228][M+1]+		50	651824.427892078
1190	720.2549819852	720.254753314	720.2552106565	100.9260324737	101.6503694388	2	1	720.2032470703	720.2574462891	88.0444243671	114.1488757623		[2M+H+Na]2+ 708.257	50	266368.516613007
1190	709.2639533245	709.263910531	709.2639961179	100.9260324737	101.6503694388	2	1	709.2601928711	709.2666015625	88.0444243671	114.1488757623	[228][M]+	[M+H]+ 708.257	50	2298587.33271368
720	461.2314115979	461.2311110324	461.2317121635	535.6530835624	535.8383602148	2	1	461.2011108398	461.259765625	522.051781959	568.5959914634	[117][M+1]+		92	3234627.10288524
720	474.2384914754	474.2384609205	474.2385220304	536.9256764157	537.474515723	2	1	474.2352294922	474.2387390137	523.4641163642	550.3914798795		[M+H]+ 473.23	92	1974660.01069105
720	460.2198496739	460.2198107361	460.2198886116	534.7418520368	534.9191981851	2	1	460.2196350098	460.2200012207	521.0018086451	555.0446030279	[117][M]+	[M+H-CH2]+ 473.23	92	10032633.2514864
499	765.4510879843	765.4508866661	765.4512893024	732.0954836168	732.1810615561	2	1	765.4501953125	765.4520874023	717.1468449499	746.4994249361	[244][M]+	[M+H]+ 764.444	585	1831775.60374401
499	383.2293441395	383.2292543334	383.2294339455	731.7322186715	731.8163882745	2	1	383.2289733887	383.2295532227	717.1468449499	745.8064994787		[M+2H]2+ 764.444	585	3550776.48326158
499	766.454275734	766.4541195336	766.4544319343	732.0954836168	732.1810615561	2	1	766.451965332	766.4566040039	717.0153454576	746.1512735184	[244][M+1]+		585	751768.80969364
931	583.2838038754	583.2836550735	583.2839526772	478.9495309268	479.723780808	2	1	583.2821655273	583.322265625	465.0203249209	490.9111174316		[M+2Na-H]+ 538.312 [M+Na]+ 560.296	18	384854.063812247
931	561.3013936903	561.3012644965	561.3015228842	480.3721480019	480.7969268256	2	1	561.2631225586	561.3243408203	466.4938246481	493.1216799846		[M+Na]+ 538.312 [M+H]+ 560.296	18	736072.630232509
931	539.3194965144	539.3194330587	539.3195599702	479.3047643941	479.723780808	2	1	539.2532348633	539.3208007813	465.7556195474	492.02035769		[M+H]+ 538.312	18	1815767.78864223
577	817.4501036199	817.4499682489	817.4502389908	549.3192322514	549.5468503234	2	1	817.3701782227	817.4531860352	536.2001719236	562.0561551024	[257][M+1]+		325	672284.139529146
577	816.4469763064	816.4469727386	816.4469798741	549.3192322514	549.5468503234	2	1	816.3669433594	816.4489135742	536.2001719236	562.0561551024	[257][M]+	[M+H]+ 815.44	325	1662507.85456835
577	408.7271286666	408.7271062216	408.7271511115	549.3192322514	549.9071678335	2	1	408.6734313965	408.728302002	535.8383602148	562.4234603277		[M+2H]2+ 815.44	325	526969.001484076
1186	707.3444650563	707.3443557396	707.3445743731	838.4272565298	838.6801279702	2	1	707.2291259766	707.3458251953	825.4056255035	851.6022475679	[226][M+1]+		130	543293.649998248
1186	706.3413267155	706.3413015562	706.3413518747	838.6801279702	838.7878150972	2	1	706.3396606445	706.3971557617	825.7620998274	851.6022475679	[226][M]+	[M+H]+ 705.334	130	1498396.9349678
1186	750.3050562667	750.3050466519	750.3050658814	838.3187455581	838.4272565298	2	1	750.3034667969	750.3068847656	825.7620998274	850.5210927395		[M+2Na-H]+ 705.334	130	1426435.44727186
1022	588.2783499378	588.2783433228	588.2783565529	553.9638859848	554.1868595774	2	1	588.2674560547	588.3318481445	540.5544331344	567.2254717867	[190][M]+	[M+H-CH4]+ 603.302	22	5655377.75040019
1022	589.28423021	589.2841313919	589.2843290281	554.6836510613	554.9106043847	2	1	589.2808837891	589.3356323242	540.916219684	567.2254717867	[190][M+1]+		22	1839628.00812957
1022	604.3095754202	604.3095502571	604.3096005834	554.3230705466	554.9106043847	2	1	604.3079223633	604.3153686523	542.0119891188	567.2254717867		[M+H]+ 603.302	22	1203497.8633739
1209	740.3190869692	740.3190357633	740.3191381751	90.7533462201	91.7200014137	2	1	740.2344360352	740.3205566406	78.4374954698	103.4262315422		[M+H+NH3]+ 722.285	71	1036387.21805814
1209	745.274293122	745.2741565513	745.2744296928	91.0960933401	92.0640059593	2	1	745.217956543	745.2751464844	79.0998694291	104.1405607959		[M+Na]+ 722.285	71	3781388.37029489
1209	761.2482544483	761.2481728344	761.2483360623	91.7848744824	92.7561235205	2	1	761.2459106445	761.2496337891	80.4113012379	104.1405607959		[M+K]+ 722.285	71	1656305.86941963
1220	757.2805617886	757.2804902753	757.2806333019	60.1115450631	60.9213348032	2	1	757.2196044922	757.2819213867	48.1772548494	72.2234923551	[239][M+1]+		9	9000221.92370099
1220	756.2776933947	756.2776132122	756.2777735772	60.1115450631	60.9213348032	2	1	756.2756958008	756.2796020508	48.1772548494	72.2234923551	[239][M]+	[M+H-C6H10O5]+ 917.324	9	32332634.7105294
1220	918.3309639842	918.3309506444	918.330977324	59.4694155668	60.2775424125	2	1	918.327331543	918.3347167969	47.5435000101	71.274525325		[M+H]+ 917.324	9	805111.484776561
1237	780.2419469672	780.2419257729	780.2419681615	859.9627482762	860.5056049644	2	1	780.2397460938	780.2442626953	847.6439277606	873.3382210176		[M+Na]+ 757.248 [M+H+NH3]+ 762.21	20	633719.758632228
1237	776.3469905551	776.3468978697	776.3470832404	859.9627482762	860.1736625673	2	1	776.2487182617	776.3483276367	847.284453326	872.6204647064		[M+Na+NH3]+ 736.326	20	1071231.99660596
1237	775.286162889	775.286149301	775.286176477	859.9627482762	860.5056049644	2	1	775.283203125	775.2876586914	847.284453326	872.6204647064		[M+K]+ 736.326 [M+H+NH3]+ 757.248	20	693565.411597998
472	374.6588173175	374.6586893217	374.6589453132	464.6075607202	464.6501639372	2	1	374.6525268555	374.702545166	451.8622417303	477.5184480606		[M+3Na-H]2+ 681.348	149	703948.377592945
472	682.3532235363	682.3531527111	682.3532943614	464.2783070591	464.6075607202	2	1	682.3337402344	682.3791503906	450.84574164	477.8767193276		[M+H]+ 681.348	149	517451.083918955
472	704.3349840084	704.3349368852	704.3350311317	464.2783070591	464.6075607202	2	1	704.3322753906	704.393371582	450.4033924697	477.5184480606		[M+Na]+ 681.348	149	278850.995254801
119	253.1540266952	253.1539612586	253.1540921318	196.8788182266	197.6543919381	2	1	253.1523895264	253.1802368164	184.8377752853	209.7534045941		[M+Na]+ 230.164	42	8339941.19033491
119	231.1701755423	231.1701539482	231.1701971364	197.2409727875	198.0223047275	2	1	231.116104126	231.1707305908	185.1998258929	209.7534045941		[M+H]+ 230.164	42	35242425.9609439
449	366.9742914362	366.9740342342	366.9745486383	39.6643021845	40.0873124413	2	1	366.9092407227	366.9862365723	26.7704188508	51.0529343469		[M+Na]+ 343.986 [M+H]+ 365.968	19	32091596.2687117
449	450.9379827479	450.9379288165	450.9380366793	39.3507676809	39.7725457994	2	1	450.9166259766	451.025177002	26.7704188508	50.7319292317		[M+K+NaCOOH]+ 343.986 [M+K+HCOOH]+ 365.968	19	5455547.10524705
108	245.0794060217	245.0793972703	245.0794147731	607.4045723619	607.748745273	2	1	245.0786132813	245.136505127	594.4511934968	619.9669245777		[M+Na]+ 222.083	75	12011690.7078593
108	223.0859206601	223.0859053346	223.0859359856	607.4045723619	608.104441912	2	1	223.0491638184	223.096862793	594.4511934968	620.6731489995		[M+H]+ 222.083	75	20617316.4560793
271	303.0657726547	303.0655071666	303.0660381427	261.8333365946	263.4372408312	2	1	302.9741821289	303.1455383301	249.1892201886	274.9995982972		[M+H]+ 302.058	6	20221448.2368438
271	325.0470055173	325.0469966141	325.0470144204	262.1553793759	263.7589336111	2	1	324.9523620605	325.0479736328	249.5435599366	275.3594879402		[M+Na]+ 302.058	6	2912993.93068602
21	124.073772349	124.0736833999	124.0738612982	63.6596712174	64.1613923803	2	1	124.024597168	124.0971069336	51.3745740346	76.4063879476		[M+K]+ 85.1151 [M+Na]+ 101.089 [M+H]+ 123.07	278	19231308.2836515
21	170.0926456956	170.0926354021	170.0926559891	63.3368667483	63.8360681278	2	1	170.0925750732	170.0927276611	50.7319292317	76.4063879476		[M+K+HCOOH]+ 85.1151 [M+Na+HCOOH]+ 101.089 [M+H+HCOOH]+ 123.07	278	120850201.752956
418	704.4070746534	704.4069044014	704.4072449054	685.7133488325	685.9108642365	2	1	704.3446655273	704.4083251953	672.8528621038	699.5630115082		[M+Na+K-H]+ 643.462 [M+2Na-H]+ 659.436 [M+K]+ 665.444	80	330975.156298787
418	352.7073620576	352.7072896519	352.7074344632	685.7133488325	685.9108642365	2	1	352.706817627	352.7084350586	672.5074856612	699.1973182463		[M+Na+K]2+ 643.462 [M+2Na]2+ 659.436 [M+H+K]2+ 665.444	80	662016.03011402
418	683.4263080604	683.4258736933	683.4267424274	685.3539218416	685.5524470768	2	1	683.3502807617	683.4467773438	672.5074856612	699.5630115082	[219][M+1]+		80	407851.570719764
418	363.6979100285	363.6977902419	363.6980298151	686.0742776413	686.2698286176	2	1	363.6510009766	363.6996459961	673.1084706795	699.7589640885		[M+2Na+K-H]2+ 643.462 [M+3Na-H]2+ 659.436 [M+Na+K]2+ 665.444	80	887553.943973536
418	682.425068601	682.4248768446	682.4252603574	686.0742776413	686.2698286176	2	1	682.317199707	682.4268798828	674.5948179433	699.1973182463	[219][M]+	[M+K]+ 643.462 [M+Na]+ 659.436	80	1088910.94700351
384	365.1801592011	365.1801555082	365.1801628939	284.749303073	286.6114527714	2	1	365.1797485352	365.1805114746	269.9786827485	299.3181654263		[M+Na]+ 342.191	270	3879798.87678803
384	343.198102792	343.1981015659	343.1981040181	285.1120183804	286.9810877052	2	1	343.1979064941	343.1982421875	271.0419878363	299.6769536448		[M+H]+ 342.191	270	17632845.1727956
800	487.1788489156	487.178793159	487.1789046723	64.3050274865	65.1301382144	2	1	487.1096496582	487.2384338379	52.6631285047	75.7444717892		[M+H]+ 486.172	69	17069749.6384005
800	509.1622251071	509.1621985238	509.1622516903	64.6259971051	65.4505944805	2	1	509.1055603027	509.2478027344	52.9852648077	76.074430215		[M+Na]+ 486.172	69	11146398.0286964
437	417.2230672142	417.2229972229	417.2231372056	72.5402258879	73.3805392505	2	1	417.2083435059	417.2831420898	59.1484160382	85.7064583193		[M+H]+ 416.219	1	16101659.9097218
437	361.17484569	361.174459873	361.175231507	72.8578339533	73.3805392505	2	1	361.1397094727	361.2197570801	60.1115450631	88.3947805718		[M+H-C4H8]+ 416.219	1	25616337.5286188
938	564.7732938382	564.7731978312	564.7733898451	616.0410911691	616.3986383976	2	1	564.7072143555	564.7743530273	603.1430026929	629.1726116		[M+Na]+ 541.785	76	368918.876991294
938	542.7925986628	542.7925463634	542.7926509622	616.3978201767	616.3986383976	2	1	542.7919921875	542.9421386719	603.4374028665	629.5209797544		[M+H]+ 541.785	76	15020394.9263809
246	294.1570514108	294.1568408373	294.1572619844	91.440481505	92.0640059593	2	1	294.1544189453	294.2029418945	76.7410818341	105.2056392104		[M+H]+ 293.153	456	14634814.1118232
246	333.1771886051	333.1771464715	333.1772307387	94.2195751769	94.854818676	2	1	333.1769714355	333.1772766113	86.0415302906	102.7126537672		[M+Na+NH3]+ 293.153	456	7060398.09620886
225	286.1765018325	286.17649979	286.176503875	295.6813459584	296.9405036287	2	1	286.1762695313	286.1766052246	282.1986833458	309.945214952		[M+H]+ 285.168	63	13995151.2504451
225	308.1550916433	308.1549699126	308.155213374	295.3168044362	296.5745781798	2	1	308.1063537598	308.1586914063	280.4126594798	309.945214952		[M+Na]+ 285.168	63	2629813.01824966
544	399.2597005355	399.2596924301	399.2597086408	505.8792891332	505.9691143056	2	1	399.2522888184	399.261932373	493.4894523924	518.2015248303		[M+H]+ 398.249	43	13228351.4958013
544	421.2336720517	421.2336591233	421.2336849801	504.7901788942	505.2402847598	2	1	421.2074279785	421.2429199219	492.7530257845	517.5008372945		[M+Na]+ 398.249	43	2910726.7924729
105	221.1043383279	221.1041217611	221.1045548947	261.5115427933	263.1155553343	2	1	221.0922393799	221.1540222168	249.1892201886	274.2800307078		[M+H]+ 220.098	6	12835014.4319466
105	342.1477036391	342.1476674653	342.1477398128	262.1553793759	263.4372408312	2	1	342.0126037598	342.1485595703	249.5435599366	274.9995982972		[3M+H+Na]2+ 220.098	6	1153592.89898792
233	302.2067916821	302.2067196279	302.2068637364	326.3495505366	327.29226323	2	1	302.1503295898	302.2079162598	313.6653858676	339.4338235326		[M+H]+ 301.2	87	10455073.2060319
233	288.192466451	288.1924304395	288.1925024626	326.7148917632	327.6660138338	2	1	288.1912231445	288.2902526855	314.4097477866	338.6901091425		[M+H-CH2]+ 301.2	87	8740960.45207411
326	342.1429175213	342.1428556347	342.142979408	447.5823370273	448.2213730278	2	1	342.142364502	342.1436157227	434.0051239664	462.4165256831		[M+Na]+ 319.154	90	1584657.64572929
326	320.1609209818	320.1608584393	320.1609835243	447.5823370273	447.8563808442	2	1	320.1607055664	320.1611633301	434.0051239664	461.6757880802		[M+H]+ 319.154	90	10180337.9802712
675	468.2413938775	468.2412541616	468.2415335933	281.4820521016	282.9594148222	2	1	468.1885986328	468.244934082	268.5812526399	294.5918623238		[M+Na]+ 445.253	7	1924737.52577406
675	446.2616220508	446.261519833	446.2617242686	281.4820521016	282.9594148222	2	1	446.2057495117	446.2620849609	268.9289363892	294.2289542367		[M+H]+ 445.253	7	9966920.79910449
606	419.2297198552	419.2296492481	419.2297904622	608.1146827703	608.461824326	2	1	419.2293395996	419.2302246094	590.7577222248	624.623201515		[M+H]+ 418.222	474	7836368.71082279
606	441.2116303887	441.2114806086	441.2117801687	609.1912035569	609.5348049889	2	1	441.1509094238	441.2123413086	590.0128238008	625.6888778046		[M+Na]+ 418.222	474	1658675.78533022
19	395.1658287722	395.165797447	395.1658600974	67.7911309044	68.3023167354	2	1	395.0946960449	395.2049255371	52.6631285047	79.4290198352		[M+H]+ 394.156	5	7399583.21391316
19	123.046803293	123.0467600856	123.0468465004	67.159683389	67.670405183	2	1	123.0442428589	123.0555267334	54.9372540484	79.0998694291		[M+3H-C2H4]3+ 394.156	5	48326756.6282877
842	504.2824897621	504.2824447948	504.2825347293	618.9006737589	618.9095104097	2	1	504.2814941406	504.2828674316	602.7852592241	632.7509053829		[M+H]+ 503.276	476	7282720.95671732
842	548.2482979787	548.2481794206	548.2484165368	618.9006737589	619.2678029956	2	1	548.2131347656	548.2497558594	604.2123625409	632.3851797825		[M+2Na-H]+ 503.276	476	565484.532769512
475	375.2225620403	375.2224660323	375.2226580483	336.8368926615	337.9927227982	2	1	375.1120605469	375.2246704102	323.4396827486	350.0540562895		[M+H]+ 374.219	527	6680921.34649428
475	397.2145765374	397.2145677393	397.2145853355	334.9834449974	336.1100284375	2	1	397.2052612305	397.2453918457	320.600038639	350.0540562895		[M+Na]+ 374.219	527	1879661.34799159
509	591.1561138217	591.1560390925	591.156188551	891.5294475176	891.8020973756	2	1	591.1546020508	591.3009033203	878.3611315007	905.1945205395		[3M+H+Na]2+ 386.099	14	1441168.40110427
509	387.1039721766	387.1037436802	387.104200673	888.8605728445	889.1337216666	2	1	386.972869873	387.1364746094	875.4961922032	903.7993456888		[M+H]+ 386.099	14	6427108.01007865
113	228.663013165	228.6629953941	228.663030936	386.4659320235	386.7154434592	2	1	228.6626434326	228.663269043	373.1537201459	401.9025206366		[M+2H]2+ 455.31	121	1044620.76228484
113	456.3167633951	456.3165228869	456.3170039032	386.4659320235	386.7154434592	2	1	456.2803649902	456.3189086914	373.3092641626	400.4259218488		[M+H]+ 455.31	121	5722967.22710229
321	319.0551633455	319.0551088423	319.0552178488	967.5829856725	967.9017979361	2	1	318.9691162109	319.089050293	955.521786041	981.1875014623		[M+H]+ 318.05	25	5700004.067807
321	341.0420856096	341.0418725476	341.0422986716	967.9322314317	968.2483688137	2	1	341.0367431641	341.1496276855	955.8732315168	980.4566249836		[M+Na]+ 318.05	25	3337352.48239627
425	379.1966870779	379.1966493159	379.19672484	377.2315971562	378.1902183915	2	1	379.1955566406	379.1980285645	364.6902338233	389.8751542489		[M+Na]+ 356.208	48	2368657.18835785
425	357.2137168692	357.213671031	357.2137627074	379.4403024674	380.0268316144	2	1	357.2129516602	357.2141113281	361.414675599	392.1607674762		[M+H]+ 356.208	48	5645796.8731109
439	320.0868745358	320.086798709	320.0869503626	920.299245974	921.3048857168	2	1	320.0178222656	320.1068115234	905.5446237712	933.3695096543		[M+Na]+ 297.1 [M+H-COCH2]+ 361.091 [M+H-C6H10O5]+ 481.128	16	1470247.86686195
439	362.0985620671	362.098430388	362.0986937461	920.299245974	920.9681964924	2	1	361.9618530273	362.1163024902	905.8947181364	932.7131464967		[M+H]+ 361.091	16	5618660.41001351
1	100.0758092609	100.0757831683	100.0758353535	49.1301425486	49.5774329994	2	1	100.0242385864	100.112159729	37.7765892881	61.0760937009		[M+K]+ 61.1125 [M+Na]+ 77.0864 [M+H]+ 99.0684	40	5404920.48952182
1	234.0682762098	234.0680414806	234.068510939	48.8122644442	48.9404294105	2	1	233.9543304443	234.1454162598	36.486246551	61.7217788864		[M+K+CF3COOH]+ 61.1125 [M+Na+CF3COOH]+ 77.0864 [M+H+CF3COOH]+ 99.0684	40	14157689.9487443
