peakID	mzmed	mzmin	mzmax	rtmin	rtmax	npeaks	all_sample_valid	mzmin_full	mzmax_full	rtmin_full	rtmax_full	isotopes	adduct	pcgroup	medianPurity	i
268	181.0497093608	181.0496413753	181.0497786726	1396.9261896028	1397.3631543935	4	1	181.0495605469	181.0498046875	1385.191775883	1408.9602717789	[32][M]+		11	0.9477571897	41430094.1082833
388	208.1138897987	208.1118856432	208.1158939543	133.4103980437	135.5539765552	2	1	208.0641021729	208.1187133789	119.0387686485	145.9001720059			45	0.9477546563	1887083.68248362
476	230.1582616217	230.1582535908	230.1582696526	281.1255174599	284.4108707248	2	1	230.1580963135	230.1583862305	252.7393533857	305.1237561684	[62][M+1]+		523	0.9473069827	32649365.1078608
721	267.1740931001	267.1740377737	267.1741484265	987.9419815744	988.5594198247	2	1	267.1737670898	267.1957397461	974.4079154522	1001.7442930947			1057	0.946811723	5022102.2698544
656	259.1352981439	259.1346276253	259.1359686624	1064.9509242101	1067.2813085642	2	0	259.1305847168	259.2061767578	1052.0000574194	1077.2542285825		[M+H-CO]+ 286.109	43	0.9453773461	3883348.3157745
448	223.1066330704	223.1064819348	223.1067842059	169.7567401476	170.7988649637	2	1	223.0966033936	223.1080474854	156.8621363333	182.6483185428	[58][M]+		114	0.9450816232	14075793.5402088
647	258.2646357579	258.2488682243	258.2791112201	1220.6783557927	1271.3805767741	8	1	258.2429199219	258.2794189453	1209.3038390964	1231.3524278023			1085	0.9446308988	17888111.052711
939	294.1500695878	294.1496366393	294.1505025363	270.3308882022	271.9876729005	2	1	294.1446228027	294.2068481445	257.3040823953	283.659374171			46	0.9442884384	6374761.7304529
612	253.132673661	253.1326491165	253.1326982054	859.2978168805	859.8421359057	2	1	253.1299133301	253.1802978516	847.6439277606	868.2861693793	[77][M+1]+		30	0.9442365903	8219860.18189855
513	237.0282547245	237.0282250787	237.0283208326	1653.3442560444	1653.7521166244	4	1	237.0281066895	237.0283660889	1640.6809110289	1674.2441708004	[66][M]+		9	0.9438189682	54942048.0267994
565	246.1746757392	246.1745814513	246.1747700272	351.149160696	352.5579584318	2	1	246.1701965332	246.1895599365	337.5783139066	365.0467534736	[69][M]+	[M+H]+ 245.169	94	0.9437520085	23715135.8309893
670	261.1311419024	261.1310707695	261.1312130354	378.3536395467	381.7595032559	2	0	261.1309814453	261.1312866211	364.4255547794	393.4542450773	[85][M]+	[M+Na]+ 238.142	1292	0.9436870547	14255963.6114647
9	103.0935846382	103.0934698031	103.0936994734	259.5837073924	260.871566624	2	1	102.9682388306	103.0949325562	246.6883789143	272.4780246238	[1][M+1]+		6	0.9436668146	2920052.04407532
925	292.2616456558	292.2615421818	292.2621632452	1312.0508721123	1312.3117355511	4	1	292.1987609863	292.2846679688	1301.9537176219	1324.0393866007			1527	0.9434981286	1153639.73873651
998	300.1297831765	300.1296752964	300.1298910567	961.9034877968	962.2386276838	2	1	300.1239624023	300.202331543	949.492690407	974.4079154522		[M+H+NH3]+ 282.091	17	0.9434319105	6600874.11906046
398	211.1667025092	211.1666137321	211.1667912864	890.1797699493	890.7865376502	2	1	211.1331787109	211.170135498	878.0044563527	903.1010155285			624	0.9433326569	4594207.8403686
249	176.023282418	176.0232465854	176.0233390042	1653.6690390445	1735.6453421094	5	1	176.0231628418	176.0233306885	1641.2051424353	1676.2825274696		[M+H-COCH2]+ 217.027	9	0.9423910999	42917010.6280797
384	207.0716843209	207.0716615564	207.0717254014	1643.8660393673	1644.1890552926	4	1	207.0715484619	207.0717315674	1629.9458082765	1658.6545270708		[M+H]+ 206.063	47	0.9416569972	23048693.9412798
798	277.1800765189	277.17993129	277.1939252105	1043.0871434344	1155.1413412185	9	1	277.1799316406	277.1801452637	1087.340444582	1113.6136497641			834	0.9410182356	13526279.6361041
184	161.1299235579	161.1296654405	161.1301816752	824.6987986406	825.1478871592	2	1	161.0961914063	161.1326904297	811.738174971	837.6037792092		[M+H]+ 160.121	73	0.9402251823	18932474.6440527
970	297.2268546053	297.2077536945	297.246514773	1139.0606696466	1196.1909177111	8	1	297.2034301758	297.2422180176	1130.7413684834	1155.1413412185			1179	0.9399847972	5535057.89345849
451	224.0958535695	224.095256944	224.0964501949	607.4045723619	607.748745273	2	1	224.0521697998	224.1004486084	594.4511934968	620.6731489995	[57][M+1]+		124	0.9394149872	2316196.7710501
835	282.0905778121	282.0905376557	282.0906179685	940.1019473693	941.1063445553	2	1	282.0827331543	282.1134643555	925.7898275027	954.8191915866			20	0.9392705855	21383761.2751912
514	237.0283373614	237.0283046416	237.0284190243	1734.9654134723	1735.6688776021	3	1	237.0281524658	237.0283966064	1720.9733373661	1752.1610182481			565	0.9380387139	36243549.5445916
632	256.0885661793	256.0884597488	256.0886726099	836.1735933697	836.2776065467	2	1	256.0672607422	256.1894836426	816.8209779501	851.6022475679			1538	0.9376647568	5286653.75489008
763	273.1188562663	273.118853035	273.1188594975	285.1120183804	286.9810877052	2	1	273.1186523438	273.1189880371	266.8290102919	306.5992487813			526	0.9373426346	12629530.2745792
21	109.1013052877	109.1012279677	109.1013826077	1022.2159856139	1022.7126231686	2	1	109.064956665	109.1014480591	1010.2143760762	1034.9080318539			53	0.9365172888	2824483.96096933
538	243.0544307867	243.0542017681	243.0546598053	261.8333365946	263.4372408312	2	1	243.0531768799	243.1815643311	249.1892201886	274.2800307078		[M+K]+ 204.089	6	0.9358732552	19685992.8770023
59	123.046803293	123.0467600856	123.0468465004	67.159683389	67.670405183	2	1	123.0442428589	123.0555267334	54.9372540484	79.0998694291		[M+H]+ 122.042 [M+H-CH2]+ 136.065 [M+2H-CH3]2+ 259.094 [M+3H-C2H4]3+ 394.156 [M+3H-CO2]3+ 410.111	5	0.935511324	48326756.6282877
809	278.2433223361	278.2424337423	278.2440549117	1299.8525652357	1300.0459706446	4	1	278.175201416	278.2459411621	1288.7797108758	1311.5494171026			887	0.9354346237	3190419.15963616
829	281.1273070261	281.0794599474	281.175048556	909.0482896046	942.4410183239	4	1	281.0793457031	281.0797424316	896.569428627	921.9800877972			590	0.9350976184	185515998.025413
771	274.0929938002	274.0908396169	274.0944413533	1083.9521774786	1088.3958222829	3	0	274.0150146484	274.1361999512	1071.2537520656	1096.6432772582			163	0.9350414651	3019906.40191063
926	292.9852014052	292.9851466315	292.9852254152	1653.6880222006	1653.9944009974	4	1	292.9848022461	292.9854125977	1641.1782962383	1670.8682753468	[113][M]+		9	0.9348367629	47802900.5494923
361	201.1769446164	201.1767859066	201.1771033262	862.637211963	862.8480587986	2	1	201.1126708984	201.1854248047	850.1624560497	875.4961922032			715	0.9345922081	6245255.55620363
977	298.1209838161	298.1202132355	298.1217543968	760.5899393351	761.0005684123	2	0	297.9909057617	298.1267700195	747.3554528907	774.2189602029			1134	0.934445905	1798259.16191402
928	293.0647384709	293.0637494829	293.0659135737	766.8999979733	807.4942524527	4	1	293.060760498	293.1752624512	755.5834949268	777.7222949465			1186	0.9334279391	4876662.26782869
106	142.0424003236	142.0423111214	142.0424895258	42.1756203061	42.6039183196	2	1	141.9655609131	142.0479431152	29.4865546508	55.5861923375		[M+2H]2+ 282.072	3	0.9326150189	11976643.9988387
128	147.0467497954	146.918631103	147.0467926824	56.6134871623	70.2055633441	3	1	146.9184417725	146.9188842773	43.8803767084	73.775058606			347	0.9319828948	45406896.6353757
608	252.1627758829	252.1627758829	252.1627758829	665.7865879334	665.7865879334	1	0	252.159072876	252.2076568604	652.8693857479	678.5093556494			173	0.9318023236	1717492.84312586
489	232.1647675011	232.1555830398	232.1739182855	131.6369954908	185.411813618	4	1	232.1541290283	232.1909484863	121.0990028875	142.0266779332			830	0.9314214513	5784529.49244381
919	292.0752217769	292.0751860531	292.0752575006	124.9313784482	126.3022404916	2	1	292.0733947754	292.1777954102	112.7181403048	137.3130076181			4	0.9311997394	7867724.79151158
964	296.9571326461	296.9571129975	296.9572060676	1651.3922910285	1651.7219471821	4	1	296.9569702148	296.9573059082	1638.5725114984	1669.4800387638		[M+K]+ 257.992 [M+K]+ 257.992	9	0.9304479147	36466813.20788
657	259.2804679657	259.2785026833	259.2811016474	1270.489520679	1271.0456147069	4	1	259.1518249512	259.2827148438	1258.5067610085	1283.0056762105		[M+H]+ 258.274	134	0.9298752575	5591499.72355243
15	107.0537925389	107.0522267844	107.0553582934	148.4401085407	149.5871387608	2	1	107.0491867065	107.08568573	136.2402985817	160.9360521463			2	0.9288683214	3723890.6496959
956	296.1528924725	296.1528833575	296.1529015874	792.0622881596	792.4266557097	2	1	296.1527709961	296.1530761719	773.4073135544	806.419369693	[118][M]+		104	0.9276564987	16728493.2184515
742	270.17321159	270.1730453991	270.1733777809	1030.3021515075	1031.1023690553	2	1	270.1371765137	270.1742248535	1017.7164995098	1043.0871434344		[M+2H]2+ 538.331	41	0.9269515681	7518973.22099381
646	258.1433214482	258.1158803264	258.1706085884	910.8724585974	920.9681964924	4	1	258.113494873	258.1706237793	898.0132081284	924.1104346504			741	0.9268695085	17740933.5523533
402	213.0048629796	213.0048527863	213.0049075645	1650.7383091372	1651.0858753161	4	1	213.0047454834	213.0050048828	1637.8370333644	1667.771714902	[53][M]+		9	0.9267225222	60382081.8643102
316	192.0262470888	192.0262315354	192.0262908607	1652.5806819288	1653.0866293114	4	1	192.0261077881	192.0263519287	1639.641779319	1670.868739504	[40][M+1]+		9	0.9264295333	32630073.8744088
906	290.2387393802	290.2371942238	290.2400300828	1232.5939542929	1233.7406940612	4	1	290.232635498	290.2693786621	1220.1070615651	1245.0094879056		[M+H+NH3]+ 272.202	167	0.9249191832	5723460.63245985
477	230.2473633043	230.2473350346	230.2475669971	1183.670028567	1185.0270758759	4	1	230.1751251221	230.2482147217	1171.5031698665	1196.8505264102	[63][M]+		40	0.9236716651	7930362.07500318
279	182.1907961746	182.1907875174	182.1908048318	1027.5073623727	1027.621811093	2	1	182.1905670166	182.1910095215	994.62828498	1039.2202430303			776	0.9235911911	8623776.17444093
725	267.1612009014	267.1611095178	267.1612922851	908.6980930148	909.3402273925	2	1	267.1580505371	267.196105957	896.3151992372	921.6450786083			1278	0.9232798446	3124698.47307953
888	288.1952906937	288.195232608	288.1953487794	65.8969272915	66.4047123009	2	1	288.1554870605	288.203338623	53.9669343267	101.2902102979			5	0.9232200863	55617749.128544
179	160.0754949476	160.0754400843	160.0755498109	262.1553793759	263.7589336111	2	1	160.0402069092	160.0758972168	249.5435599366	274.9995982972		[M+H-C6H10O5]+ 321.12	6	0.9225830802	40982713.6187243
868	286.1076982431	286.1074699659	286.1079265203	82.7088805715	83.9494241575	2	1	286.0863342285	286.1822509766	70.3253261708	97.0239847336		[M+H-C6H8O6]+ 461.143	22	0.9213819617	15967758.5529004
659	260.1113651147	260.1112331902	260.1114970392	823.9910495104	824.440634224	2	1	260.1034851074	260.1497192383	811.0180029729	836.5321260592	[82][M+1]+		73	0.9207879949	3124509.3472567
972	297.9912609195	297.9912091996	297.9913560947	1734.6207645014	1735.4103803856	4	1	297.9909973145	297.991394043	1720.3014691194	1752.8906182481		[M+K]+ 259.035 [M+H-H20]+ 314.996 [M+H-H20]+ 314.997	15	0.9200292237	9070948.58459574
495	233.161756533	233.1617037072	233.1618093588	182.2789110839	183.9075603975	2	1	233.1578674316	233.1903991699	169.0168554521	205.3138679079			1296	0.9194029249	6365330.97230119
733	268.188960097	268.1590060559	268.2193937626	1008.8055738558	1014.6514935945	4	1	268.1577453613	268.2250366211	996.0516178515	1021.5346283318		[M+H]+ 267.178	137	0.9190879975	9268449.21493996
630	256.1757786882	256.1756440061	256.1764401187	376.1339074887	381.7595032559	4	1	256.1754760742	256.1759033203	362.8721673525	390.25347933		[M+H+NH3]+ 238.142	1292	0.916879083	4065068.03893716
176	159.0834642444	159.083060912	159.0838675768	261.5115427933	262.7942438981	2	1	158.9965515137	159.0918731689	248.8365272252	273.9191235592		[M+H-HCOOH]+ 204.089	6	0.9161772325	35188683.509124
759	273.180728247	273.1805906846	273.1815043762	1195.1829105249	1196.1909177111	4	1	273.1672058105	273.2213439941	1185.0550556261	1203.1236820911			208	0.9158421593	4686649.92788223
264	179.1337960613	179.1336615647	179.133930558	934.3527708676	935.0434441061	2	1	179.0765991211	179.1408843994	921.9831067924	946.7695000895		[M+Na]+ 156.15	28	0.9154415455	14701763.1461415
481	230.9477807543	230.9455653599	230.9512527572	37.13806801	42.610492371	4	1	230.9223022461	231.030166626	24.0666766508	48.8122644442			27	0.9151954246	4836954.70265605
328	195.0180324643	195.0179845939	195.0180780457	1735.3051680788	1735.7642370798	4	1	195.0178375244	195.018081665	1720.3014691194	1753.2540982481			15	0.9141852844	99671272.6319939
16	107.0848582434	107.0848514267	107.0848650601	962.2280479954	962.8887476588	2	1	107.0703430176	107.0856933594	949.492690407	975.1158023323			17	0.9137581096	3966172.71439064
908	290.2692959354	290.2692204513	290.2693073195	1028.6948613007	1034.9080318539	4	1	290.2684020996	290.2694396973	1016.1106892506	1042.8151453157			271	0.9136107156	4222253.78078965
669	261.1159423914	261.1158954136	261.1159893692	787.3488786292	787.3724948699	2	1	261.1156616211	261.1311645508	771.9571368346	802.0277569633			1184	0.9133588264	17897267.1396591
323	193.0493262166	193.0490454341	193.0496069991	48.1772548494	48.3035517065	2	1	192.9990844727	193.056427002	32.8695484508	63.6596712174			504	0.9118664679	38422391.028201
104	140.0542487734	140.037696491	140.0679724064	44.0626914898	46.5111251418	4	1	139.9687805176	140.055267334	32.5282954508	55.9109878898			3	0.9113092975	83125234.1676437
736	269.1169591083	269.0794746012	269.1546991065	860.2950536244	891.1196600575	4	1	269.0793457031	269.1533813477	848.1762467123	873.9063774703			75	0.9104681082	11995302.2065497
752	272.1713914781	272.1601584215	272.1996978615	778.1052345109	834.4776908594	6	1	272.1527099609	272.1859741211	764.7176150983	790.2662010927			1113	0.9096226903	6044031.24091484
904	290.1316699681	290.1013778676	290.1625354677	912.973121264	925.3876033522	4	1	290.0998535156	290.1600646973	900.4786598678	925.1502848038			673	0.9094388432	13143557.0685334
753	272.0724861474	271.9737561551	272.1710438909	42.7160290122	56.0567683418	4	1	271.9598388672	272.1496887207	29.4916979826	54.687355662	[93][M]+		420	0.9089153957	110193857.98421
118	144.9850510596	144.9850086881	144.9851070313	1615.6697037853	1616.3338797898	4	1	144.984954834	144.9850769043	1597.4286730037	1631.9965549225	[17][M]+		122	0.9072217345	31308925.6943356
535	242.6661146472	242.666109137	242.6661201574	429.0950841692	429.6358743195	2	1	242.6659088135	242.6663513184	415.4912522614	443.0477682769			1532	0.9063882073	2033676.604069
577	248.0929101021	248.0928917989	248.0929284053	888.8605728445	889.4647810634	2	1	248.0043945313	248.1094970703	876.2145223999	902.4035465692	[72][M+1]+		21	0.9053454977	2995183.7349467
788	276.1286378368	275.9784431447	276.1530341709	34.8337584454	92.4088876298	6	1	275.9729309082	275.9792175293	22.4672497	49.4496498519			23	0.9047125489	38988926.8288495
133	149.0122932256	149.0122834785	149.0123265579	1653.2450000862	1653.4189678905	4	1	149.0122070313	149.0123443604	1639.9946030101	1672.5519911516	[20][M]+		9	0.9046830171	556377840.907975
872	287.0094314543	287.009099816	287.0097630925	743.3828663257	743.6690807973	2	1	286.9703369141	287.0238342285	730.3619350991	755.9941801879		[M+Na]+ 264.018	272	0.9040712706	2823254.55432195
17	108.0206309917	107.9890158632	108.0523590811	42.3989636946	48.6221168679	4	1	107.9668273926	108.0445709229	28.3315841826	54.687355662			3	0.9039538946	2727185.37968845
390	209.0335007347	209.0334853179	209.0335495821	1652.370318911	1652.5806819288	4	1	209.0333862305	209.0335845947	1639.2878717397	1670.5351460266	[52][M]+		9	0.9038703952	223931655.093892
542	243.1459770595	243.1459551331	243.145998986	887.8754743042	888.1438612111	2	1	243.1226501465	243.1541595459	875.8556319061	900.2611543219		[M+Na]+ 220.158 [M+H]+ 242.14 [M+H-HCOOH]+ 288.152	21	0.9036000529	10061680.9789433
479	230.1397603738	230.1396335183	230.1398872293	116.9346702801	117.5501798359	2	1	230.1140594482	230.1583099365	110.5425874816	124.9313784482			78	0.9034874344	7032099.87527168
61	124.059672136	124.0594774201	124.0598668518	144.279155091	145.7609349878	2	1	124.0586700439	124.0971298218	131.6369954908	156.4954120626	[8][M+1]+		13	0.9030919019	17957991.0011086
838	282.2771715084	282.2770380044	282.2773223331	1322.7388068339	1323.0423662173	4	1	282.2207641602	282.2793579102	1310.6239250136	1335.7191179001		[M+H]+ 281.273	84	0.9011264031	6546879.89034653
40	118.0689753268	118.0683753106	118.0695753429	261.5115427933	262.7942438981	2	1	118.065246582	118.0864639282	248.8365272252	273.9191235592		[M+K]+ 79.1001	6	0.9010310582	15913165.2374339
91	134.9967127469	134.9966809753	134.9967640825	1658.2441101348	1735.6688776021	5	1	134.99659729	134.9967651367	1719.2227318773	1753.6944235894		[M+Na]+ 112.002	15	0.9007375552	130642975.472858
496	233.151587023	233.1509802624	233.1521937836	250.9584092246	251.4531716177	2	1	233.0785675049	233.1903381348	238.3629335187	263.1267969455			808	0.9004527302	4322362.307548
858	285.117080221	285.1170633625	285.1170970795	1021.5346283318	1022.0322114007	2	1	285.1130981445	285.2428283691	1008.4556673401	1034.5475393834		[M+2H]2+ 568.213	53	0.8977846474	16425483.2733384
436	221.133836089	221.091461785	221.1755928455	45.010412694	71.7933596286	4	1	221.0508728027	221.1217041016	34.2612469	57.0338802864			652	0.8974261113	93141149.8270153
758	273.0132673088	273.0132525619	273.0133324442	1649.0944481497	1735.6453421094	5	1	273.013092041	273.0134277344	1635.9286490963	1665.0379897539	[94][M]+	[M+K+NH3]+ 217.027	9	0.8962207878	29660805.97734
53	122.0714231117	122.0714056978	122.0714405256	230.4569337405	231.0436648062	2	1	122.0713272095	122.0714645386	214.1406341769	252.7393533857			604	0.8960069145	14978599.7970831
224	170.0667462669	170.066307516	170.0671850179	261.1898835131	262.7942438981	2	1	170.0601959229	170.0966796875	248.8365272252	273.9191235592		[M+Na+NaCOOH]+ 79.1001	6	0.8950055321	28882849.7964442
499	233.1714102405	233.1473966734	233.1952836883	62.6901371293	117.9017502826	4	1	233.0423126221	233.1499481201	52.4795788462	99.8432146577			764	0.8945584718	3504213.00779425
145	152.0751122964	152.0741507233	152.0760738694	211.2266235267	212.6633025572	2	1	152.056854248	152.1284179688	197.9701830509	225.404642621			96	0.8941939521	10434530.4650887
274	182.0231135938	182.0216393194	182.0246405989	39.9779595352	44.1999455054	4	1	181.978729248	182.0414276123	27.9319318508	51.3745740346		[M+K+HCOOH]+ 97.0585	3	0.8930580852	38961455.4851482
517	238.0423529645	238.0220640072	238.0616214191	42.7160290122	45.762967177	4	1	238.0174255371	238.0925750732	29.4916979826	55.0393953134		[M+K]+ 199.081	3	0.8915199497	31341629.2710095
254	177.1231243489	177.1230694334	177.1231792645	860.62903374	861.17109783	2	1	177.0548706055	177.1252746582	847.6439277606	873.697235662		[M+Na]+ 154.136	30	0.8914848333	19675640.5139524
892	289.1541629972	289.15407853	289.1542229949	1153.9877253454	1157.8934645156	4	1	289.1537780762	289.179473877	1141.5497980526	1180.5757348003		[3M+2Na+2K-H]3+ 248.18	76	0.8905842636	22052617.3210399
222	170.0426326773	170.0426219747	170.0426433799	35.1595333492	35.5699515127	2	1	169.8947753906	170.0428771973	22.0592521	46.9091268003			61	0.8904678283	6981042.87841307
493	232.9646763488	232.9646534998	232.9647358702	1653.6880222006	1654.0817274525	4	1	232.9645385742	232.9647827148	1641.0217128857	1672.24958281	[64][M]+		9	0.8903867188	32918030.5616526
447	223.0859206601	223.0859053346	223.0859359856	607.4045723619	608.104441912	2	1	223.0491638184	223.096862793	594.4511934968	620.6731489995	[57][M]+	[M+H]+ 222.083	124	0.8899850578	20617316.4560793
197	164.1505376275	164.1494588481	164.1515101524	901.3474537198	962.8887476588	4	1	164.1363220215	164.1517944336	889.7957725801	913.6396150489			696	0.8886924659	13752196.8425998
415	216.0385965102	216.036153165	216.0410397112	44.9801408701	46.7153767168	4	1	216.0148925781	216.0547485352	32.1777119826	58.1819721377		[M+K]+ 177.072	3	0.8885620678	80787749.4037128
937	294.0627297678	294.062660418	294.0627991176	924.7173214742	925.3876033522	2	1	293.962890625	294.1189575195	912.2711279183	937.3808250852	[114][M+1]+		16	0.8882864348	1943053.76553558
256	178.034301136	178.0109011288	178.0577109	43.4323579817	54.3383051175	4	1	177.9622497559	178.012512207	31.8168076508	55.261908007		[M+H-H20]+ 195.046	496	0.8877758954	64651375.7751361
694	264.1426525194	264.1426311497	264.142673889	477.1556398467	477.9141055286	2	1	264.1425170898	264.1427612305	455.8976775988	493.8566083793	[86][M+1]+		26	0.8872499638	13419826.1600863
11	104.1009367218	104.0934461289	104.1070937932	47.5435000101	56.6134871623	4	1	103.9781570435	104.107131958	35.486844567	59.7907861173			8	0.8858762547	405103999.139285
522	239.0880875221	239.08803471	239.0882950878	44.3182571669	67.670405183	4	1	239.0878295898	239.0881500244	32.1777119826	58.56660587			644	0.8848149951	96879520.7313989
978	298.1154988301	298.1154903711	298.1155072891	224.6824232373	226.6659391255	2	1	297.9911499023	298.1289672852	211.9586352977	238.3629335187			1087	0.8847273618	3046555.87354198
185	161.1324243755	161.1324183887	161.1324303624	757.7750553316	758.4448984964	2	1	161.0961608887	161.1326446533	743.0213267578	775.9737308991			1136	0.8830339385	24299808.8827596
995	300.1659547641	300.1655251027	300.1753953172	1149.3657900115	1222.8772476477	6	1	300.1650695801	300.2020263672	1134.7405461042	1164.3615688583	[119][M+1]+		745	0.8825361485	19396988.945554
757	272.2585056974	272.2584500592	272.2585520133	1249.1107213981	1249.7965240108	4	1	272.2583618164	272.2585449219	1232.941590526	1265.6987478058			1319	0.8823675116	20936553.8469255
464	228.1182536886	228.1181319614	228.1183754158	44.0626914898	44.495485096	2	1	228.0545043945	228.2327728271	32.1785404508	55.9109878898	[59][M+1]+		3	0.8822910395	27196848.0809398
478	230.240332563	230.2396600461	230.2417708127	1120.026947489	1124.216632719	4	1	230.1750640869	230.2481689453	1107.239804383	1134.0225501404			86	0.8818762358	6353563.4784606
726	268.0474614197	268.0474255866	268.0474972529	149.0751563866	149.9044754521	2	1	268.0469665527	268.0477905273	136.5981700078	162.0425533449			2	0.8807447634	648818.757897772
169	158.0125297728	158.0125116732	158.0125715927	1653.2450000862	1653.6880222006	4	1	158.0124359131	158.012588501	1640.6809110289	1672.1400021174			9	0.8789037122	68684067.9051258
452	224.1131993612	224.1130193582	224.1133793643	169.387745333	170.4227772286	2	1	224.038269043	224.1371765137	156.8621363333	182.6483185428	[58][M+1]+		114	0.8781939797	1799489.41575062
593	250.0608931536	250.0234204806	250.0974984393	42.4896714603	45.8338657891	4	1	249.9710540771	250.1295318604	31.0536724508	54.6133545955		[M+H+CF3COOH]+ 115.063	3	0.876307202	11220208.4568799
188	162.0995717139	162.0995297467	162.0996136812	1152.5698170923	1153.268693974	2	0	162.0993804932	162.1206207275	1136.8967233087	1166.8765797854	[23][M+1]+		922	0.8759789434	5390580.00719162
445	223.0490104922	223.0490003937	223.0490523948	1651.3922910285	1651.5906054748	4	1	223.0488891602	223.049118042	1638.2082773048	1667.5053576478	[56][M]+		9	0.8749281706	129486269.406162
873	287.0483268816	287.0480133941	287.0486403691	41.8615726778	42.2893807029	2	1	286.9575500488	287.1351623535	29.8781704508	53.322399112		[M+Na+K-H]+ 226.106	3	0.8747605755	28128092.4357722
372	204.1399760164	204.0896228338	204.1685516392	1003.0336852515	1178.8646717326	6	1	204.0868682861	204.1424255371	1070.9020308452	1095.5829279489			1436	0.8743346616	8756975.02894094
857	285.1212925234	285.1212699175	285.1213151293	477.1556398467	477.551697719	2	1	285.1211242676	285.1213989258	456.2502037502	493.1216799846		[M+Na]+ 262.134	26	0.8732832049	18785833.401073
863	286.1763122373	286.1763116876	286.1763127869	150.0318227789	150.861859333	2	1	286.1761474609	286.1764526367	136.5981700078	164.6053595683	[107][M]+		2	0.8728857622	38545930.2051012
894	289.1970206751	289.1969865278	289.1970548223	177.9300302362	178.3665676648	2	1	289.1947631836	289.2238464355	164.6053595683	192.8852268646	[110][M+1]+		87	0.8726023655	2761606.35686206
735	269.0893342606	268.9986015617	269.125495544	42.3989636946	125.9819660031	6	1	268.9983520508	268.9988098145	29.4916979826	54.687355662			557	0.8720562227	153304939.529259
244	175.0453790406	175.0015775191	175.0454169885	1645.2899283278	1732.5063997612	5	1	175.0452728271	175.0454406738	1631.9529445932	1661.2087131786		[M+H]+ 174.037	47	0.871138918	26644450.3928445
598	251.0337092234	251.0319654963	251.0354529505	40.2919691929	41.3460401498	2	1	251.0001525879	251.0442047119	28.3203046508	52.6631285047	[75][M]+	[M+2K-H]+ 174.112	3	0.8709538464	11875335.0589116
620	254.1563203009	254.1560332499	254.1566073519	133.0386933488	133.386662042	2	1	254.1551513672	254.2117767334	121.091126242	145.2568137736			786	0.86998348	1249477.71642089
198	164.9206747957	164.9206331652	164.9207428555	1611.242540916	1612.3265740504	4	1	164.9205627441	164.920715332	1595.3620242475	1626.8475306103		[M+2Na+K-H]2+ 245.914	131	0.8696185376	28188888.7927157
599	251.0439119879	251.0438973323	251.0439676884	1652.370318911	1652.5806819288	4	1	251.0437469482	251.0440368652	1639.2878717397	1669.8642489987	[76][M]+		9	0.8694776756	48356486.2113036
530	241.0938469331	241.0288725064	241.1582854188	885.2594813185	903.0674551393	4	1	240.9987030029	241.0298614502	871.8978715204	897.733235981			854	0.8672199274	38818124.4175185
592	250.1780738883	250.1168179346	250.1781096873	987.1999691459	1060.0743115738	5	1	250.1777496338	250.1783447266	973.9814102341	1001.2364436907		[M+Na]+ 227.189	1056	0.8670790044	12371091.0297609
760	273.0696252685	273.0068027825	273.1335834991	46.5928763726	52.7581604864	4	1	272.954284668	273.0135192871	33.8601904508	61.7217788864	[93][M+1]+		418	0.8664971507	27431118.8822087
437	221.1517490744	221.151748127	221.1517500218	794.539974375	794.5446236214	2	1	221.1510925293	221.1543273926	780.8856661199	807.8071942042		[M+Na]+ 198.163	104	0.8658222508	12766396.9873234
170	158.012588866	158.0125632851	158.0126360006	1734.9853627105	1735.3201071087	4	1	158.0124359131	158.0126190186	1719.2227318773	1754.3615182481		[M+H]+ 157.006	15	0.8657659018	75170684.5079431
825	280.2480667417	280.2422423772	280.2527050926	1270.1181316419	1270.6197507829	4	1	280.1624755859	280.2612304688	1258.3174386432	1282.3305002789		[M+Na]+ 257.263	897	0.8655046111	12392874.5614146
129	147.1123213627	147.1118198534	147.112822872	39.3507676809	39.7725457994	2	1	147.0504302979	147.1132507324	25.9963048508	52.6631285047			684	0.8642564194	85175808.5849679
893	289.0950681702	289.0950478999	289.0950884406	456.6031154125	457.2731863026	2	1	289.0615539551	289.1547851563	443.5371291467	469.4493931451		[M+K]+ 250.128	89	0.8628346299	3972872.24306839
349	200.0233576109	200.0233383636	200.0234279332	1654.3448044812	1654.643323154	4	1	200.0232391357	200.0234527588	1642.5279200731	1679.7280383514			443	0.8617548267	49274296.2818636
615	253.1294503489	253.1294219229	253.1294787749	65.8969272915	66.4047123009	2	1	253.103515625	253.1297912598	53.322399112	80.7373442032		[M+Na]+ 230.141	5	0.8617325772	40913333.632704
836	282.1681287731	282.1681114702	282.1681460761	460.9315305784	461.2564567049	2	1	282.1629638672	282.2231445313	447.9453182469	474.6072578286			1172	0.8615968909	3186779.75712041
512	236.1727958609	236.1727450533	236.1728281647	1147.9387787256	1150.2813519418	3	0	236.1725921631	236.1728820801	1135.4571920017	1161.1211931856	[65][M+1]+		35	0.859100765	13063712.1252497
474	229.6400074783	229.6400058192	229.6400091374	139.8181800967	140.6160096632	2	1	229.6396484375	229.6401519775	126.866278208	151.6494087767			29	0.8587203052	964416.91439592
501	234.0682762098	234.0680414806	234.068510939	48.8122644442	48.9404294105	2	1	233.9543304443	234.1454162598	36.486246551	61.7217788864			497	0.8576606185	14157689.9487443
