peakID	mzmed	mzmin	mzmax	rtmin	rtmax	npeaks	all_sample_valid	mzmin_full	mzmax_full	rtmin_full	rtmax_full	isotopes	adduct	pcgroup	medianPurity	i
231	171.1744667933	171.174453299	171.1744802875	890.1797699493	890.7865376502	2	1	171.1743011475	171.174621582	877.6464521743	903.1010155285			628	0.4705965281	4016072.29151683
155	155.0557782912	155.0524913125	155.0590652698	38.0931237829	38.8263222834	2	1	155.0429382324	155.1070861816	24.4554298508	47.8606263655		[M+H-CH2]+ 168.065	27	0.4677560829	9676856.62553206
450	224.0401841266	224.0388004526	224.0415678006	47.0340644882	47.8606263655	2	1	223.9727325439	224.0567626953	34.2612469	61.5657466434			506	0.4636421515	2508845.73368834
333	196.1661577567	196.1661174629	196.1661980505	1018.5831662831	1019.131347173	2	1	196.0576934814	196.2064056396	1005.1523603601	1038.1591119186			297	0.4598682304	1641244.27834408
963	296.6806412752	296.6806412752	296.6806412752	670.4308417286	670.4308417286	1	0	296.6798095703	296.6815490723	657.228440891	683.1959772573			801	0.4573573294	297877.273178421
537	242.9417299456	242.941591201	242.9418686902	49.4848037942	50.6796898931	2	0	242.9255065918	242.9494171143	35.6229599826	66.3817351997			419	0.4522263259	940631.440759365
295	186.004611917	186.0045535481	186.0046723151	1293.0048217395	1293.522744007	4	1	186.0044555664	186.0047302246	1278.7791542498	1306.2186608935		[M+K+NH3]+ 130.015 [M+Na+NH3]+ 145.989 [M+H+NH3]+ 167.971	68	0.4514690017	4424339.9626302
932	293.1751009313	293.1749289538	293.1752729089	1048.3480382281	1048.7667380113	2	1	293.174407959	293.1751708984	1032.7608388276	1062.0572533461		[M+H]+ 292.168	1270	0.4507612408	4713654.41473916
832	281.6712834947	281.6712598417	281.6713071478	538.0160978529	538.5698624126	2	1	281.6708679199	281.6715698242	523.1096394159	554.6836510613			1438	0.4495008578	560799.794199723
706	265.2450215827	265.2310973263	265.252633949	1180.6400898625	1182.2879103904	4	1	265.179473877	265.2527770996	1167.4776159711	1194.496146632			772	0.4470379754	2720792.16449666
847	284.1039005718	284.0998879189	284.1079132246	300.3974352003	302.4269444853	2	1	283.9761962891	284.127166748	288.0150711953	313.6653858676			1043	0.4469355922	1198100.39925098
528	240.9969826414	240.9957332674	240.9985665203	1651.7194407191	1653.0866293114	4	1	240.9866790771	240.999710083	1640.527289203	1669.8642489987		[M+H+Na]2+ 457.995	9	0.4462160298	6593538.04439349
896	289.1528675451	289.1526012198	289.1531338704	57.8582530369	58.3375680748	2	1	289.050201416	289.2067871094	38.4086759891	70.9582950337			644	0.444879469	14114609.1758195
308	190.1804739165	190.1804564363	190.1804913968	808.5211753062	808.5645396437	2	1	190.1592102051	190.180770874	795.2430649372	821.509532584			174	0.4448007781	1182450.93777539
728	268.1801536071	268.1779089329	268.1843282883	1168.6753739625	1171.0066004754	4	1	268.1752319336	268.2267150879	1143.6620901495	1182.0130072553	[90][M+1]+		128	0.4447832311	3676174.53825485
968	297.1896868317	297.1882872951	297.1910863682	536.1657632838	537.2642365636	2	0	297.0826721191	297.1917114258	520.8865642197	551.4140463162		[M+Na]+ 274.197	219	0.4442954473	2374604.42725987
38	117.9893568092	117.9893156825	117.9893784376	1654.2381318206	1735.3051680788	5	1	117.9892044067	117.9894256592	1642.3725640414	1682.6888742334	[4][M+1]+		436	0.4393439934	4502292.44023748
569	247.1324282026	247.1310447018	247.1345334845	969.5536203993	974.4079154522	4	1	247.1301116943	247.2059173584	957.2986389724	982.4444577469	[70][M]+		233	0.4375153693	7884407.78479456
960	296.2429182143	296.2409654189	296.2434197494	1139.4192076398	1142.9056504868	4	1	296.2251586914	296.2565002441	1126.1061198691	1153.6340409144			55	0.4365129002	24796917.2181403
915	291.2323345102	291.2100826743	291.2539172957	1196.1659422736	1215.1799431484	4	1	291.1930847168	291.2302246094	1184.3608946835	1207.9152647268			992	0.4353521087	1375795.52014878
350	200.0612339509	200.0609665504	200.0615013514	45.3270320321	45.445910076	2	1	199.9906616211	200.0774536133	33.2036776508	57.2095961865	[45][M]+	[M+Na]+ 177.072	3	0.435271953	66963282.0374796
912	291.1206962532	291.1206962532	291.1206962532	466.0496145575	466.0496145575	1	0	291.1202697754	291.1210021973	438.9963024485	484.4332912376			1173	0.4342258933	2635882.55373255
984	299.070114954	298.9981920501	299.0713480346	41.2345464272	50.3335653862	3	1	298.9527893066	299.0877075195	30.6677974508	70.7965223041	[117][M+2]+		3	0.434213807	9892296.77594406
58	123.0442592018	123.0442512828	123.0442671208	905.3271003845	905.5410948452	2	0	123.0441207886	123.044342041	892.6345867079	918.5456213187			25	0.4315275169	2495663.44446426
366	203.1095524937	202.9829895615	203.139469822	42.7160290122	80.6477328916	6	1	202.9696960449	203.1071929932	29.4916979826	54.687355662			505	0.431314609	107382716.766482
110	142.9388562424	142.9387791959	142.9408998434	1612.3296352044	1613.0391010674	4	1	142.9387207031	142.9388427734	1596.3942229022	1628.2057471496		[M+2H]2+ 283.871	122	0.4308333375	8308459.94477974
359	201.1999797969	201.1994157861	201.2019106353	1149.7211832755	1152.36021002	3	0	201.1640167236	201.2047729492	1136.8967233087	1162.5625721223	[46][M+1]+		749	0.4284537668	1419486.21244068
936	294.0084181979	293.9007391458	294.0112523079	38.1928975774	45.8338657891	4	1	293.8656921387	293.9158630371	24.9013729	49.5774329994			378	0.4284230973	1832134.82321933
467	228.2687534985	228.2687183815	228.2687967221	1223.4387224531	1224.2685664381	4	1	228.2683258057	228.2688293457	1210.7351936204	1236.4809788381			254	0.4283224821	2372597.98697031
455	225.1658092349	225.1648583776	225.1667600922	394.4515555003	395.1332697399	2	1	225.1598358154	225.1854248047	380.9066080763	408.2815764918		[M+2H-HCOOH]2+ 494.314	143	0.4259774558	1586816.06118741
375	204.9700287392	204.9698773135	204.970141153	1651.7194407191	1652.4242283046	4	1	204.9696502686	204.9700317383	1639.9946030101	1666.7516199418			9	0.4245263996	8960555.41968336
898	289.2739010972	289.27382524	289.2740347917	1284.3535347863	1285.4324907149	4	1	289.2736206055	289.2741394043	1269.1437044701	1298.7182992145			1020	0.4205260356	4181647.87906453
580	248.1868254362	248.1864417725	248.1872090999	1089.9444504105	1092.2055705251	2	0	248.1338500977	248.2097015381	1077.6053884652	1102.6411978889			262	0.4197909389	544302.723437548
439	221.0866556568	221.0862217173	221.0870895964	916.878852864	917.1813905555	2	1	220.9710540771	221.1175537109	903.4493770035	929.6826224968	[55][M]+		34	0.4187047981	23981253.855438
317	192.0518381209	192.0517847199	192.0518915219	37.4575736496	37.8733796438	2	1	191.9827270508	192.1288146973	25.6057948508	72.4272843079	[41][M+1]+		686	0.4168893943	14290523.8146486
487	231.251352975	231.2374922232	231.2514511733	1121.4230575665	1185.3775980943	7	1	231.158996582	231.2515716553	1171.1500368629	1194.4479247844	[63][M+1]+		40	0.4148862198	1188505.28033751
515	237.0711799394	237.0284415538	237.1150034602	56.4441370682	63.0144376171	4	1	237.0282592773	237.0288238525	37.7765892881	73.0318089319			14	0.4121746228	25568977.2332789
367	203.1070983086	203.1070380041	203.1071337203	1149.7211832755	1150.9728336057	4	1	203.1069335938	203.1071624756	1134.7405461042	1165.438834843			745	0.4108388536	19375262.1717664
567	246.9237304972	246.9236827265	246.9238329569	1607.9894771143	1609.877777654	4	1	246.9235534668	246.9238433838	1592.6142372317	1622.4210274151		[M+H]+ 245.914 [M+H-H20]+ 263.929	131	0.4095239751	6528848.57781145
545	243.2010615261	243.1951618779	243.206690374	1125.1876035436	1180.0911670221	4	1	243.1220245361	243.1959381104	1111.6950213793	1137.0542358804			750	0.4058489579	1644528.79428637
578	248.1394177305	248.1387329269	248.1401025341	969.5536203993	972.6565980462	2	0	248.1334228516	248.2092285156	956.6208260393	982.1053783583	[70][M+1]+		233	0.4031736787	1068332.67832808
831	281.2647628517	281.2647287577	281.2648939401	1270.8008311569	1271.2949537146	4	1	281.2642822266	281.2835693359	1258.1644589469	1283.6794934719		[M+Na]+ 258.274	134	0.4031188462	1932250.76500872
878	287.1858352717	287.1858352717	287.1858352717	890.1797699493	890.1797699493	1	0	287.1716308594	287.2222290039	877.6464521743	902.7534231746		[M+Na]+ 264.192	21	0.4022035631	2257579.15638621
994	300.024346469	300.0243398935	300.0243530445	1734.6207645014	1735.3051680788	2	0	300.0239868164	300.0246887207	1719.9376980479	1752.1610182481			577	0.4015385971	1599473.83414415
911	291.0531535931	291.0213085231	291.0844926105	49.1301425486	54.1521918904	4	1	290.9432983398	291.0241394043	37.4575736496	61.7217788864		[M+Na]+ 268.065	8	0.4008102412	7422183.14919184
801	277.1115744651	277.1114655319	277.1116833984	372.4011704129	373.6864409332	2	1	277.0082702637	277.1187133789	358.8383926441	386.0900253241			229	0.3986037944	3198925.56161089
595	250.0886072792	250.0867012434	250.090513315	1335.3829376675	1335.7435666074	2	0	250.0046081543	250.1291656494	1323.6025309694	1347.4795605034			1316	0.3978998875	294863.434478359
342	198.0531649004	198.0265486515	198.0796087845	42.1756203061	45.4993553368	4	1	197.9922485352	198.1049499512	30.2706664508	53.9669343267			3	0.3920587862	22976287.4237501
149	153.0047663916	153.0047571997	153.0047755836	1652.370318911	1652.3746992313	2	0	153.004486084	153.0050506592	1639.8405035886	1667.4322745812			9	0.3871784136	10444687.5094404
663	260.283635885	260.2747269805	260.2853416425	1270.153164659	1270.4603111665	4	1	260.1852722168	260.2864990234	1257.820542669	1282.4620470431			897	0.3849683078	380879.161038975
386	208.055127578	208.0541148285	208.0568344038	1647.5340673218	1649.6192786806	4	1	208.0493164063	208.0726470947	1633.8951312264	1664.5045745777			9	0.3835624979	4153001.57035309
225	170.1905924744	170.190581498	170.1906034509	996.3038555487	996.4077950854	2	1	170.1904449463	170.1907043457	982.1703612124	1010.0807147387			923	0.3825447801	2784739.68653122
682	262.9225837429	262.9224960821	262.9226714037	38.0931237829	38.5105402714	2	1	262.8876953125	262.9306945801	25.2234274508	49.4496498519			27	0.3805483661	6063108.96542055
588	249.6738674896	249.6738548787	249.6738801004	556.0066821216	556.1396246883	2	1	249.6734161377	249.6741333008	539.4668013007	570.833624189			1216	0.3755289434	1260920.77021614
23	111.0224316001	111.0171105986	111.0657258154	41.2345464272	45.170087621	4	1	111.0108566284	111.0442733765	25.6057948508	53.6448009723	[2][M]+		3	0.3723639031	5329098.99105748
687	263.1390585598	263.1390167061	263.1391004136	710.6560161716	710.803373924	2	1	263.107635498	263.1645812988	697.7336719773	723.6737519526		[M+H+Na]2+ 502.295	49	0.3704024876	6613162.53121975
407	214.1805645212	214.1805437901	214.1805852522	532.3554246973	532.9159359776	2	1	214.1803131104	214.1806945801	519.4102817835	546.2700903894			228	0.3699883073	2203588.82467856
151	153.9808031682	153.9807942222	153.9808121142	1732.9217906525	1734.6207645014	2	0	153.9805603027	153.9809417725	1719.2208565607	1749.6247582481			571	0.3671719222	1442358.58522237
164	157.1593450296	157.1588386936	157.1700368062	774.1315672969	834.1188278099	6	1	157.1586914063	157.170211792	807.6720678848	836.4145311228			914	0.3655013355	2290736.58056132
916	291.272602631	291.2719317737	291.2727414343	1028.6948613007	1035.2661411844	4	1	291.2529907227	291.2731628418	1016.1106892506	1041.750927338			779	0.3650594341	632112.927813573
784	275.26008165	275.26008165	275.26008165	1274.5448617944	1274.5448617944	1	0	275.2575683594	275.2780456543	1254.9128297638	1286.7133900546			1201	0.3633341478	1287110.37172644
421	217.072982281	217.0255813466	217.1222559469	44.6457700409	63.8360681278	4	1	216.906829834	217.0499572754	31.4039489826	58.56660587			412	0.3627789679	41569104.8168521
871	286.9161576368	286.916109811	286.9162633977	1611.4332534613	1612.3265740504	4	1	286.9154968262	286.9163208008	1596.0500044102	1627.2243066787		[M+Na]+ 263.929	131	0.3585952108	3065649.65445632
507	235.1072563745	235.1070009584	235.1075117906	261.8333365946	263.4372408312	2	1	235.0664367676	235.1080932617	249.5435599366	274.64031349		[2M+2K-H]+ 79.1001	6	0.357985705	4522316.0584594
296	186.0188246123	186.0010722063	186.0202215423	37.7765892881	44.1999455054	3	1	185.9602661133	186.0437774658	25.6057948508	56.2574202651			685	0.3573023605	1857761.81712383
796	277.0080182546	277.0074469333	277.0082517841	1734.6139892435	1735.6453421094	4	1	276.954498291	277.008392334	1720.6573773165	1752.1610182481	[101][M]+		574	0.3549322491	7576560.67284298
724	267.2684069155	267.2683962785	267.2685156768	1368.1085738857	1369.4752202287	4	1	267.2676086426	267.2691040039	1356.7778205287	1380.7981930233			119	0.353008029	800342.424021176
237	173.1539114289	173.1538359992	173.1539749374	680.1785492559	783.0631853587	6	1	173.1536102295	173.154006958	724.8935640933	748.3122094923			1308	0.3473064404	1120268.13231231
739	269.6527589593	269.6527589593	269.6527589593	400.0187873177	400.0187873177	1	0	269.6030273438	269.6533508301	386.3371972711	413.5813609807			1264	0.3460102496	121969.111512931
373	204.913341249	204.9132845574	204.913424234	1614.5185089198	1615.1875865082	4	1	204.9131469727	204.9133758545	1599.1536660113	1630.1865761641			122	0.3431267232	6220904.65623631
395	211.0371614951	211.0370488114	211.0373456406	1652.6951004016	1653.6880222006	4	1	211.0289154053	211.0377349854	1640.1383360235	1670.0710631643	[52][M+2]+		444	0.3427731212	2497287.44089656
142	151.9853732136	151.9853346643	151.985411763	1731.862533547	1732.1591422562	2	1	151.9852294922	151.9854125977	1717.4203545923	1747.8525835894			563	0.3407125013	3671798.51540544
534	242.2844430889	242.2843910748	242.2845413876	1276.9169128049	1278.3053584148	4	1	242.2841033936	242.2847747803	1261.7266844548	1292.069267518			1371	0.3392170021	1813566.39357908
701	265.1265207211	265.1049296586	265.1481117835	672.1991580081	673.7839554832	2	0	264.9776000977	265.1416625977	658.8960421529	685.1328721397			48	0.3386571917	2351365.96092591
747	270.9965713914	270.9570204706	271.0372922037	40.9202084109	43.2444970525	4	1	270.9109191895	270.9781188965	28.7049226508	52.6631285047		[M+2H-CO]2+ 567.973	3	0.3374846147	56952154.909257
502	234.2066573958	234.2066339018	234.2066744459	835.6846352666	837.6037792092	4	1	234.2064361572	234.2068023682	821.8801714733	851.9673997603			1537	0.3366502129	3480510.21683556
344	198.865298487	198.8648068466	198.8657901275	35.8197544331	36.2339523468	2	1	198.862701416	198.9156494141	22.4672497	47.2262500525			849	0.3266270736	719256.793339457
744	270.2876145379	270.2726088214	270.3053719559	1176.7772555449	1229.9846292223	8	1	270.1695556641	270.2794799805	1164.6295583561	1189.4811977396			920	0.3254182429	3978754.59817029
229	171.0173736597	171.0168202283	171.0179270911	38.7228692305	39.4562645017	2	1	170.9255828857	171.0460357666	25.6057948508	50.4100417992			27	0.3248196365	2364898.42716283
171	158.0444424877	158.0126173068	158.0791605819	43.7473387967	57.1487717495	4	1	158.0124816895	158.0127410889	31.4429320508	56.5607004434			413	0.3203474591	33847140.8323508
