peakID	mz	intensity	isotopes	adduct	groupid	bestAdductScore	clustn	medianPurity	intp	addp	clustnp	pp	intensityw	adductw	clustnw	purityw	totalS	excluded	excludedFinal
73	170.04263267729999	6981042.87841307			56	8.0	1.0	0.0	0.4476357655081033	30.0	0.0	0.0	0.134290729652431	9.0	0.0	0.0	9.1342907296524309	1	1
386	303.16636790550001	6963567.9043898098			273	8.0	1.0	0.0	0.44649592427486717	30.0	0.0	0.0	0.13394877728246016	9.0	0.0	0.0	9.1339487772824608	1	1
1184	506.26227902340003	6949958.3312392803			848	8.0	1.0	0.0	0.44560821178825244	30.0	0.0	0.0	0.13368246353647573	9.0	0.0	0.0	9.1336824635364753	1	1
510	336.19221290180002	6936116.6242589103			371	8.0	1.0	0.0	0.44470535789367166	30.0	0.0	0.0	0.13341160736810148	9.0	0.0	0.0	9.1334116073681013	1	1
412	309.09436724900002	6921065.2319347598			293	8.0	1.0	0.0	0.44372359977684445	30.0	0.0	0.0	0.13311707993305333	9.0	0.0	0.0	9.1331170799330526	1	1
334	290.11660442200002	6900605.8095295401			236	8.0	1.0	0.0	0.44238909174068802	30.0	0.0	0.0	0.1327167275222064	9.0	0.0	0.0	9.1327167275222063	1	1
571	352.18607522989998	6874772.2210514499			415	8.0	1.0	0.0	0.44070404263500207	30.0	0.0	0.0	0.1322112127905006	9.0	0.0	0.0	9.1322112127904997	1	1
689	380.18211775229997	6853978.7960558999			491	8.0	1.0	0.0	0.43934774859081155	30.0	0.0	0.0	0.13180432457724345	9.0	0.0	0.0	9.131804324577244	1	1
476	326.17385886689999	6840926.4616970802			343	8.0	1.0	0.0	0.43849638315402384	30.0	0.0	0.0	0.13154891494620716	9.0	0.0	0.0	9.1315489149462064	1	1
540	345.21378830869998	6833075.3761769701			389	8.0	1.0	0.0	0.43798427990342254	30.0	0.0	0.0	0.13139528397102676	9.0	0.0	0.0	9.1313952839710275	1	1
367	300.20332593310002	6765187.9650832601			260	8.0	1.0	0.0	0.43355618345651131	30.0	0.0	0.0	0.13006685503695339	9.0	0.0	0.0	9.1300668550369526	1	1
629	366.21409956500003	6708175.7884303899			447	8.0	1.0	0.0	0.42983744661266909	30.0	0.0	0.0	0.12895123398380073	9.0	0.0	0.0	9.1289512339838002	1	1
552	348.09350654180002	6691979.2498870799			398	8.0	1.0	0.0	0.42878099397114927	30.0	0.0	0.0	0.12863429819134478	9.0	0.0	0.0	9.1286342981913453	1	1
242	262.11919231389999	6669268.7581113903			172	8.0	1.0	0.0	0.42729965529112923	30.0	0.0	0.0	0.12818989658733876	9.0	0.0	0.0	9.1281898965873385	1	1
1230	516.28899274260004	6626522.6050761798			872	8.0	1.0	0.0	0.42451144926994139	30.0	0.0	0.0	0.12735343478098241	9.0	0.0	0.0	9.1273534347809822	1	1
245	263.13905855979999	6613162.5312197497			174	8.0	1.0	0.0	0.42364001088952552	30.0	0.0	0.0	0.12709200326685766	9.0	0.0	0.0	9.1270920032668581	1	1
612	362.20788352670002	6606919.4873281103			440	8.0	1.0	0.0	0.42323279547168735	30.0	0.0	0.0	0.12696983864150621	9.0	0.0	0.0	9.1269698386415055	1	1
526	341.68567746849999	6437721.6424312703			380	8.0	1.0	0.0	0.41219651696670034	30.0	0.0	0.0	0.1236589550900101	9.0	0.0	0.0	9.1236589550900096	1	1
172	231.07827744030001	6426259.6795641799			118	8.0	1.0	0.0	0.41144888679155156	30.0	0.0	0.0	0.12343466603746546	9.0	0.0	0.0	9.1234346660374648	1	1
928	444.27004641899998	6417178.6203766502			670	8.0	1.0	0.0	0.41085655597093768	30.0	0.0	0.0	0.1232569667912813	9.0	0.0	0.0	9.1232569667912813	1	1
826	418.20806840879999	6387998.6253944198			600	8.0	1.0	0.0	0.4089532305970574	30.0	0.0	0.0	0.12268596917911721	9.0	0.0	0.0	9.122685969179118	1	1
804	410.20798209110001	6363478.4112943104			581	8.0	1.0	0.0	0.4073538490447941	30.0	0.0	0.0	0.12220615471343822	9.0	0.0	0.0	9.1222061547134388	1	1
399	306.16632827680002	6306422.8904594705			285	8.0	1.0	0.0	0.40363228498725962	30.0	0.0	0.0	0.12108968549617788	9.0	0.0	0.0	9.1210896854961785	1	1
443	318.20206615469999	6305354.3679371998			317	8.0	1.0	0.0	0.40356258840127868	30.0	0.0	0.0	0.1210687765203836	9.0	0.0	0.0	9.1210687765203833	1	1
880	433.0860895898	6268258.2910091402			639	8.0	1.0	0.0	0.4011429202508357	30.0	0.0	0.0	0.12034287607525071	9.0	0.0	0.0	9.1203428760752505	1	1
461	322.1750929863	6198438.1251632096			330	8.0	1.0	0.0	0.39658875588775011	30.0	0.0	0.0	0.11897662676632503	9.0	0.0	0.0	9.1189766267663259	1	1
1540	599.35178555020002	6122050.7788508702			1041	8.0	1.0	0.0	0.39160623363001179	30.0	0.0	0.0	0.11748187008900353	9.0	0.0	0.0	9.1174818700890032	1	1
244	262.92258374289997	6063108.9654205497			173	8.0	1.0	0.0	0.3877616322463322	30.0	0.0	0.0	0.11632848967389965	9.0	0.0	0.0	9.116328489673899	1	1
283	275.09516683139998	6051205.9096170301			199	8.0	1.0	0.0	0.38698523087438719	30.0	0.0	0.0	0.11609556926231615	9.0	0.0	0.0	9.1160955692623169	1	1
774	403.22825618820002	5983745.7387748798			556	8.0	1.0	0.0	0.38258500205432222	30.0	0.0	0.0	0.11477550061629666	9.0	0.0	0.0	9.1147755006162967	1	1
734	391.13362288299999	5970254.0760946497			524	8.0	1.0	0.0	0.38170498052139346	30.0	0.0	0.0	0.11451149415641804	9.0	0.0	0.0	9.1145114941564174	1	1
1296	531.2890488063	5964724.4810895398			914	8.0	1.0	0.0	0.38134430127909347	30.0	0.0	0.0	0.11440329038372804	9.0	0.0	0.0	9.1144032903837289	1	1
90	178.15697840210001	5828923.0705363797			68	8.0	1.0	0.0	0.37248637410426139	30.0	0.0	0.0	0.11174591223127842	9.0	0.0	0.0	9.1117459122312781	1	1
486	329.18109648759997	5814084.2100519901			353	8.0	1.0	0.0	0.37151847881515637	30.0	0.0	0.0	0.11145554364454691	9.0	0.0	0.0	9.1114555436445475	1	1
765	400.22324586489998	5592175.7372413399			547	8.0	1.0	0.0	0.35704404085734531	30.0	0.0	0.0	0.10711321225720359	9.0	0.0	0.0	9.1071132122572038	1	1
235	260.18243905930001	5533573.4122369001			166	8.0	1.0	0.0	0.35322158330664138	30.0	0.0	0.0	0.10596647499199241	9.0	0.0	0.0	9.1059664749919929	1	1
1933	837.30431037699998	5506493.6148683699			1268	8.0	1.0	0.0	0.35145524765502645	30.0	0.0	0.0	0.10543657429650793	9.0	0.0	0.0	9.1054365742965082	1	1
538	345.21344335369997	5423388.6729937699			387	8.0	1.0	0.0	0.34603455636768743	30.0	0.0	0.0	0.10381036691030622	9.0	0.0	0.0	9.1038103669103059	1	1
1048	470.3342242077	5409903.0215970399			752	8.0	1.0	0.0	0.34515492693312683	30.0	0.0	0.0	0.10354647807993804	9.0	0.0	0.0	9.103546478079938	1	1
1279	528.34088356109999	5299439.34468472			903	8.0	1.0	0.0	0.33794970570922445	30.0	0.0	0.0	0.10138491171276733	9.0	0.0	0.0	9.101384911712767	1	1
196	244.16992970640001	5295451.4979451699			138	8.0	1.0	0.0	0.33768959017832206	30.0	0.0	0.0	0.10130687705349661	9.0	0.0	0.0	9.1013068770534957	1	1
225	256.08856617930002	5286653.7548900796			159	8.0	1.0	0.0	0.3371157392369552	30.0	0.0	0.0	0.10113472177108655	9.0	0.0	0.0	9.1011347217710874	1	1
